,name,owgr_points_current_avg,driving_dist_avg,top_tens,owgr_rank_year_plus_two,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
206,Morgan Hoffmann,1.55,295.4,2.0,224.0,62.74,0.506,54.09,57.53,70.899,-0.172,-0.425,0.125,90.0,2014
207,Russell Knox,1.53,285.7,3.0,19.0,68.0,-0.116,67.6,63.4,70.111,0.221,0.502,0.215,83.0,2014
208,Ben Crane,1.49,279.0,2.0,370.0,63.44,0.138,66.4,59.1,70.954,-0.297,-0.009,0.017,78.0,2014
209,Stuart Appleby,1.47,278.6,3.0,394.0,62.96,0.487,60.42,61.0,70.599,-0.311,-0.16,0.345,84.0,2014
210,Jerry Kelly,1.47,277.5,4.0,103.0,65.56,0.239,66.49,62.1,70.349,-0.089,0.218,0.16,66.0,2014
211,David Hearn,1.47,279.1,3.0,117.0,66.38,0.315,67.48,60.99,70.83,-0.118,0.146,0.108,82.0,2014
212,Boo Weekley,1.47,288.3,1.0,191.0,68.06,-1.152,69.57,53.14,71.307,0.732,0.044,0.099,56.0,2014
213,Scott Stallings,1.45,300.4,1.0,287.0,63.16,-0.305,56.04,54.17,71.835,0.135,-0.221,-0.283,63.0,2014
214,Camilo Villegas,1.42,292.5,1.0,396.0,66.96,0.0,59.95,56.64,70.716,-0.159,0.413,0.061,84.0,2014
215,Brendan Steele,1.39,298.9,4.0,87.0,66.47,0.121,59.51,59.45,70.798,0.237,0.222,-0.062,70.0,2014
216,Jason Kokrak,1.38,303.4,2.0,86.0,65.38,0.222,55.64,59.75,70.307,0.284,0.476,-0.074,61.0,2014
217,Steven Bowditch,1.36,298.1,1.0,183.0,63.38,-0.581,55.13,56.77,71.145,-0.002,0.094,0.307,78.0,2014
218,Shawn Stefani,1.36,297.7,2.0,266.0,66.2,-0.146,64.17,59.45,70.609,0.412,0.065,0.086,57.0,2014
219,Will MacKenzie,1.36,290.6,5.0,393.0,65.58,0.154,64.5,55.91,70.685,0.044,-0.041,0.067,73.0,2014
220,John Huh,1.31,283.9,2.0,231.0,64.39,-0.159,66.87,57.52,71.24,-0.059,0.016,0.033,70.0,2014
221,Roberto Castro,1.28,283.9,1.0,66.0,60.44,-0.384,62.95,55.79,71.617,-0.122,-0.159,0.365,59.0,2014
222,William McGirt,1.28,278.5,4.0,40.0,64.41,0.314,65.94,59.02,70.712,0.002,-0.202,-0.035,84.0,2014
223,Michael Thompson,1.24,289.2,1.0,217.0,65.69,0.466,62.22,58.42,71.194,-0.211,-0.046,-0.06,60.0,2014
224,Bo Van Pelt,1.22,291.3,1.0,667.0,68.61,-0.053,62.83,57.78,70.827,0.048,0.468,-0.085,67.0,2014
225,Brian Stuard,1.21,283.4,4.0,130.0,63.86,0.283,66.14,60.42,70.549,-0.034,0.195,-0.119,74.0,2014
226,Carl Pettersson,1.2,295.5,4.0,470.0,66.67,-0.138,58.79,57.33,70.52,0.294,0.096,0.006,85.0,2014
227,Martin Laird,1.19,297.2,1.0,143.0,66.31,-0.154,61.26,53.72,71.436,0.238,-0.205,0.004,55.0,2014
228,Pat Perez,1.19,286.4,3.0,308.0,64.35,0.251,60.05,60.3,71.11,-0.28,0.063,-0.039,75.0,2014
229,David Lingmerth,1.18,289.8,2.0,57.0,63.3,-0.087,59.83,54.58,71.469,0.094,-0.171,-0.142,67.0,2014
230,Justin Hicks,1.16,285.1,3.0,733.0,71.44,0.069,73.46,54.81,70.836,0.456,0.172,-0.631,90.0,2014
231,Jason Bohn,1.16,280.0,3.0,138.0,64.75,0.126,64.95,56.03,70.892,-0.475,0.185,0.038,73.0,2014
232,Scott Brown,1.15,287.2,4.0,165.0,65.0,0.211,66.55,58.73,70.936,0.277,-0.139,-0.005,83.0,2014
233,David Toms,1.12,275.1,2.0,221.0,68.73,0.055,75.49,61.6,70.35,0.083,0.203,0.12,54.0,2014
234,Rory Sabbatini,1.09,294.2,3.0,341.0,65.38,-0.326,55.48,55.35,71.381,-0.065,0.021,-0.201,65.0,2014
235,Andrew Svoboda,1.08,287.4,2.0,606.0,68.11,-0.026,66.14,59.05,70.713,0.111,0.323,-0.064,66.0,2014
236,Robert Garrigus,1.06,306.1,2.0,209.0,65.14,0.047,57.18,57.17,70.728,0.362,0.156,-0.136,73.0,2014
237,Michael Putnam,1.04,293.0,1.0,859.0,67.05,-0.409,61.08,56.69,70.905,0.111,0.469,-0.063,91.0,2014
238,Luke Guthrie,1.01,287.6,2.0,489.0,63.53,0.19,58.99,61.29,70.638,-0.231,0.113,0.228,76.0,2014
239,Scott Langley,1.01,281.3,1.0,475.0,64.16,0.268,61.08,61.67,70.662,-0.395,0.15,0.262,79.0,2014
240,Billy Hurley III,1.01,276.7,4.0,121.0,65.89,0.039,70.44,61.36,70.696,-0.103,0.25,0.123,72.0,2014
241,Martin Flores,0.99,296.0,1.0,210.0,66.54,-0.144,56.71,57.42,71.199,-0.001,0.391,-0.029,68.0,2014
242,Robert Streb,0.98,300.0,2.0,78.0,65.65,0.119,59.62,59.0,70.502,0.461,-0.259,0.117,64.0,2014
243,Aaron Baddeley,0.98,293.8,2.0,139.0,59.8,0.872,52.29,60.27,70.796,-0.589,-0.291,0.051,59.0,2014
244,Bud Cauley,0.95,293.4,1.0,279.0,67.46,-0.389,57.54,59.76,71.06,-0.073,-0.109,0.467,46.0,2014
245,Nicholas Thompson,0.91,287.0,1.0,980.0,66.67,-0.622,67.08,52.88,71.657,0.174,0.301,-0.371,70.0,2014
246,Vijay Singh,0.91,289.7,1.0,137.0,65.39,-0.579,60.66,59.19,70.933,0.167,0.126,0.261,76.0,2014
247,Retief Goosen,0.87,288.8,2.0,155.0,63.64,0.352,55.9,61.12,70.728,-0.443,0.151,0.269,78.0,2014
248,Andres Romero,0.86,294.6,1.0,521.0,60.53,0.353,54.79,59.96,70.852,0.05,-0.381,0.124,72.0,2014
249,Bryce Molder,0.83,278.7,2.0,136.0,63.93,0.249,59.49,60.34,71.112,-0.763,0.006,0.275,64.0,2014
250,Justin Leonard,0.78,270.3,2.0,602.0,57.78,0.496,65.04,64.56,70.895,-0.752,-0.497,0.571,62.0,2014
251,Jeff Overton,0.77,287.5,3.0,557.0,65.79,0.017,57.36,60.47,70.734,0.056,-0.059,0.047,66.0,2014
252,Will Wilcox,0.76,297.3,2.0,185.0,66.89,-0.204,61.4,58.9,70.819,0.487,0.203,-0.138,40.0,2014
253,Kevin Kisner,0.75,287.8,3.0,35.0,65.29,0.388,61.43,56.69,70.718,0.049,0.076,-0.116,70.0,2014
254,Danny Lee,0.75,284.2,1.0,54.0,64.44,0.141,65.05,57.62,70.802,0.157,-0.007,-0.272,69.0,2014
255,Troy Merritt,0.75,285.2,1.0,126.0,65.05,0.024,61.43,56.15,70.9,-0.213,0.261,-0.171,55.0,2014
256,Kyle Stanley,0.73,297.5,1.0,303.0,66.87,-1.385,61.26,52.73,71.745,0.44,0.623,-0.511,72.0,2014
257,Jhonattan Vegas,0.73,304.8,2.0,72.0,69.11,-0.37,61.16,59.23,71.022,0.628,-0.439,0.125,64.0,2014
258,Charlie Beljan,0.72,303.8,1.0,717.0,65.2,-0.231,59.02,52.99,71.28,0.523,-0.128,-0.453,67.0,2014
259,Tim Wilkinson,0.69,282.4,3.0,355.0,61.72,0.205,59.51,63.19,70.714,-0.145,-0.287,0.354,71.0,2014
260,James Hahn,0.67,289.6,2.0,61.0,63.96,-0.306,60.83,55.11,71.186,0.162,0.009,-0.102,73.0,2014
261,Jonathan Byrd,0.67,288.1,1.0,517.0,64.89,-0.271,61.58,58.02,71.083,0.079,-0.265,0.159,65.0,2014
262,Brad Fritsch,0.62,294.4,3.0,317.0,65.05,-0.05,60.24,59.93,70.888,-0.048,0.098,0.06,39.0,2014
263,Ricky Barnes,0.6,290.7,2.0,175.0,64.96,0.157,54.85,61.8,70.671,-0.267,0.396,0.015,78.0,2014
264,Brian Gay,0.58,271.6,1.0,793.0,59.21,0.268,61.99,65.69,71.493,-0.508,-0.501,0.276,63.0,2014
265,Chad Campbell,0.54,287.8,1.0,178.0,72.43,-0.434,65.36,60.08,70.59,0.056,0.641,0.011,46.0,2014
266,Brice Garnett,0.54,289.3,1.0,567.0,65.15,0.109,58.91,59.6,71.039,-0.056,-0.197,-0.002,78.0,2014
267,Jim Renner,0.54,288.2,1.0,950.0,62.71,-0.792,56.5,47.98,71.843,-0.339,0.367,-0.248,52.0,2014
268,Johnson Wagner,0.53,287.1,1.0,156.0,64.1,0.05,56.95,58.33,71.444,-0.209,-0.254,-0.152,58.0,2014
269,Andrew Loupe,0.51,308.0,1.0,189.0,63.11,0.35,50.0,55.56,71.142,0.22,-0.509,-0.196,50.0,2014
270,Greg Chalmers,0.5,280.7,1.0,234.0,59.88,0.856,58.51,59.49,71.251,-0.503,-0.636,0.151,73.0,2014
271,Hudson Swafford,0.48,297.5,1.0,199.0,68.78,-0.2,64.28,52.63,71.167,0.305,0.015,-0.436,58.0,2014
272,Sean O'Hair,0.43,300.5,1.0,75.0,63.42,0.082,53.73,59.57,71.24,0.121,-0.473,0.026,67.0,2014
273,Tommy Gainey,0.36,294.0,1.0,925.0,64.01,0.019,57.92,50.56,71.51,0.257,-0.057,-0.74,60.0,2014
274,Wes Roach,0.36,293.0,1.0,454.0,64.2,0.0,61.05,57.64,71.206,-0.149,-0.107,-0.298,50.0,2014
275,Chad Collins,0.35,275.4,1.0,297.0,59.98,0.438,59.67,59.66,71.315,-0.635,-0.522,0.273,61.0,2014
276,Jordan Spieth,12.83,291.8,15.0,2.0,67.87,0.571,62.91,65.03,68.938,0.494,0.618,0.471,66.0,2015
277,Jason Day,12.74,313.7,11.0,7.0,70.83,0.586,55.94,65.34,69.161,0.772,0.461,0.287,57.0,2015
278,Bubba Watson,8.5,315.2,10.0,57.0,69.32,0.212,56.55,61.89,69.296,1.194,0.684,-0.002,56.0,2015
279,Rickie Fowler,8.05,296.8,7.0,8.0,65.81,0.309,62.08,61.1,70.23,0.123,0.59,0.066,57.0,2015
280,Henrik Stenson,7.65,296.4,8.0,9.0,73.52,0.436,69.91,62.24,69.354,0.448,1.244,0.082,44.0,2015
281,Justin Rose,7.29,303.5,8.0,13.0,70.54,0.023,63.87,59.14,69.744,0.55,0.692,0.228,49.0,2015
282,Dustin Johnson,7.05,317.7,11.0,1.0,67.05,0.128,55.53,57.85,69.585,0.96,0.579,-0.212,54.0,2015
283,Jim Furyk,6.99,281.9,7.0,115.0,69.79,-0.024,69.08,62.93,69.845,0.064,1.081,0.513,52.0,2015
284,Zach Johnson,5.24,282.6,10.0,43.0,68.58,0.04,71.21,60.98,69.753,0.24,0.605,0.236,70.0,2015
285,Sergio Garcia,5.19,300.0,4.0,10.0,67.56,-0.022,59.47,58.41,69.958,0.442,0.468,0.157,36.0,2015
286,Louis Oosthuizen,4.53,298.8,6.0,21.0,68.28,-0.22,59.84,61.3,70.16,0.339,0.397,0.088,47.0,2015
287,Adam Scott,4.49,311.6,3.0,22.0,69.62,-0.396,60.69,54.09,70.456,0.682,0.114,-0.195,32.0,2015
288,Hideki Matsuyama,4.4,294.5,9.0,3.0,69.2,0.076,65.25,61.92,69.94,0.496,0.637,0.254,70.0,2015
289,Matt Kuchar,4.39,288.5,7.0,12.0,66.55,0.316,63.23,63.78,70.04,0.136,0.202,0.479,77.0,2015
290,Jimmy Walker,4.21,301.6,6.0,48.0,66.09,0.692,52.23,57.71,70.268,-0.161,0.334,0.068,64.0,2015
291,Brooks Koepka,4.17,308.2,8.0,11.0,69.48,0.421,57.33,56.63,69.861,0.407,0.2,0.052,65.0,2015
292,J.B. Holmes,4.0,309.9,7.0,58.0,63.66,-0.004,54.05,59.35,70.581,0.427,0.253,0.268,66.0,2015
293,Patrick Reed,3.94,292.9,4.0,20.0,64.42,0.394,54.78,61.99,70.292,-0.071,0.263,0.273,76.0,2015
294,Paul Casey,3.62,297.8,8.0,15.0,72.36,0.014,64.16,56.13,69.806,0.392,0.991,-0.182,63.0,2015
295,Phil Mickelson,3.54,300.5,3.0,30.0,61.51,0.262,55.98,59.38,70.585,0.072,0.022,0.225,55.0,2015
296,Billy Horschel,3.41,295.0,2.0,50.0,69.33,0.244,63.77,57.61,71.05,0.366,0.137,-0.301,73.0,2015
297,Chris Kirk,3.29,285.8,3.0,147.0,64.54,0.065,61.97,60.3,70.959,-0.15,0.302,0.198,56.0,2015
298,Bill Haas,3.16,290.7,5.0,40.0,68.8,-0.229,63.35,61.9,70.672,0.14,0.422,0.126,71.0,2015
299,Brandt Snedeker,3.14,288.4,8.0,41.0,64.97,0.588,60.98,63.27,70.158,-0.126,-0.199,0.344,75.0,2015
300,Kevin Na,3.05,280.1,7.0,67.0,64.56,0.233,62.51,62.87,70.121,-0.329,0.381,0.66,71.0,2015
301,Robert Streb,3.03,297.1,9.0,119.0,69.14,0.381,59.47,59.57,70.13,0.309,0.175,0.228,96.0,2015
302,Kevin Kisner,2.97,287.8,6.0,24.0,66.24,0.24,66.85,62.66,70.344,0.316,0.141,-0.068,94.0,2015
303,Charley Hoffman,2.96,298.9,7.0,23.0,66.19,0.065,58.01,58.74,70.613,0.47,0.137,-0.338,76.0,2015
304,Danny Lee,2.86,283.1,8.0,96.0,65.69,0.374,63.92,60.86,70.398,-0.301,0.718,-0.062,100.0,2015
305,Marc Leishman,2.85,294.8,4.0,16.0,65.62,-0.02,54.99,56.67,70.569,0.021,0.199,0.102,54.0,2015
306,Ryan Palmer,2.81,305.2,5.0,132.0,66.81,0.147,56.57,60.57,70.102,0.356,0.529,-0.072,54.0,2015
307,Gary Woodland,2.63,305.5,4.0,45.0,66.74,0.077,56.21,56.66,70.982,0.177,0.227,-0.284,54.0,2015
308,David Lingmerth,2.61,289.5,4.0,107.0,64.94,0.039,65.51,61.27,70.8,0.379,0.013,-0.025,74.0,2015
309,Ian Poulter,2.61,286.7,4.0,55.0,65.71,0.225,63.58,60.76,70.421,-0.054,0.235,0.147,48.0,2015
310,Lee Westwood,2.59,300.0,1.0,62.0,66.45,0.595,59.7,52.23,70.484,0.094,0.292,-0.102,32.0,2015
311,Scott Piercy,2.57,296.7,5.0,85.0,66.73,0.006,59.3,58.63,70.688,0.27,0.224,-0.172,83.0,2015
312,Daniel Berger,2.55,302.1,6.0,25.0,68.84,-0.193,60.74,60.66,70.581,0.372,0.526,-0.217,83.0,2015
313,Hunter Mahan,2.54,295.1,4.0,730.0,65.79,0.39,58.91,59.6,71.124,-0.023,-0.249,0.003,65.0,2015
314,Charl Schwartzel,2.5,300.4,3.0,27.0,64.99,-0.555,60.81,54.66,71.093,0.669,-0.132,0.092,41.0,2015
315,Jamie Donaldson,2.44,294.9,2.0,290.0,63.83,0.349,60.09,59.48,71.102,0.095,-0.15,0.046,32.0,2015
316,Webb Simpson,2.42,289.4,5.0,37.0,67.81,-0.646,67.85,64.38,70.31,0.225,0.582,0.539,64.0,2015
317,Russell Henley,2.41,297.1,4.0,44.0,67.06,0.579,64.39,57.43,70.581,0.343,-0.269,-0.191,67.0,2015
318,Ryan Moore,2.41,282.6,4.0,46.0,65.24,0.16,70.05,60.25,70.829,0.071,0.246,0.102,61.0,2015
319,Keegan Bradley,2.39,306.1,3.0,92.0,67.53,-0.07,64.85,58.25,70.45,0.436,0.389,0.263,64.0,2015
320,Francesco Molinari,2.31,281.6,2.0,18.0,71.07,-0.255,76.88,58.33,70.458,0.324,0.572,-0.037,43.0,2015
321,Ben Martin,2.19,288.1,5.0,202.0,68.7,0.127,65.09,54.04,70.95,-0.016,0.268,-0.1,77.0,2015
322,Luke Donald,2.14,277.0,2.0,113.0,65.57,0.289,59.28,61.14,70.555,-0.793,0.573,0.514,54.0,2015
323,Matt Jones,2.14,296.0,4.0,366.0,64.05,0.401,59.7,61.27,70.812,0.249,-0.319,0.333,67.0,2015
324,John Senden,2.14,290.2,3.0,400.0,67.26,-0.061,66.6,55.2,71.09,0.331,-0.171,-0.017,51.0,2015
325,Cameron Tringale,2.06,281.8,3.0,313.0,64.58,0.125,68.5,62.09,70.92,-0.074,-0.054,0.373,79.0,2015
326,Justin Thomas,1.97,303.2,7.0,4.0,68.92,0.042,58.24,61.55,70.105,0.352,0.385,0.188,96.0,2015
327,Russell Knox,1.87,284.4,3.0,61.0,70.83,-0.021,67.76,59.92,70.421,0.098,0.622,0.107,87.0,2015
328,Harris English,1.84,298.4,3.0,158.0,67.05,0.56,58.51,61.65,70.235,0.009,0.207,0.0,88.0,2015
329,Brendan Steele,1.82,302.9,4.0,59.0,68.52,-0.047,61.13,60.08,70.413,0.363,0.6,0.041,76.0,2015
330,Matt Every,1.8,286.6,1.0,607.0,58.1,0.075,51.52,55.87,72.419,-0.925,-0.074,-0.044,56.0,2015
331,Brian Harman,1.78,287.9,3.0,28.0,66.67,0.236,64.37,59.63,70.647,0.322,-0.176,0.03,78.0,2015
332,Tony Finau,1.75,309.0,5.0,49.0,67.61,-0.006,54.3,56.15,70.281,0.383,0.224,0.027,92.0,2015
333,Jason Bohn,1.7,277.1,6.0,797.0,68.89,0.239,71.58,60.9,70.235,0.019,0.561,-0.042,87.0,2015
334,Troy Merritt,1.67,285.2,3.0,339.0,63.37,0.384,62.83,61.83,71.458,-0.326,-0.199,-0.054,82.0,2015
335,Daniel Summerhays,1.65,284.0,5.0,112.0,65.62,0.644,61.79,57.76,70.397,-0.111,0.194,-0.186,89.0,2015
336,James Hahn,1.58,295.1,2.0,66.0,66.13,0.048,59.89,58.46,70.896,0.106,0.135,0.065,78.0,2015
337,Jason Dufner,1.58,286.7,2.0,34.0,69.03,-0.7,67.81,55.28,70.633,0.242,0.399,0.281,48.0,2015
338,Shawn Stefani,1.58,296.3,3.0,499.0,68.79,0.074,62.06,56.44,70.421,0.332,0.283,-0.192,88.0,2015
339,Morgan Hoffmann,1.54,296.1,2.0,173.0,61.11,0.232,54.83,59.16,70.988,-0.032,-0.347,0.343,69.0,2015
340,Graham DeLaet,1.51,298.7,3.0,98.0,69.15,-0.012,65.46,57.34,70.72,0.027,0.328,-0.056,54.0,2015
341,David Hearn,1.5,280.6,4.0,227.0,67.98,0.358,64.16,57.42,70.843,-0.216,0.243,-0.029,85.0,2015
342,Kevin Streelman,1.47,289.5,2.0,138.0,68.99,-0.219,68.63,58.66,71.282,0.563,0.005,-0.216,73.0,2015
343,Nick Watney,1.44,294.0,3.0,344.0,67.34,-0.403,61.08,58.69,70.68,0.31,0.238,0.112,81.0,2015
344,Sean O'Hair,1.44,295.3,3.0,75.0,64.34,0.169,60.74,59.42,71.03,0.153,-0.284,0.142,81.0,2015
345,Geoff Ogilvy,1.42,293.7,1.0,253.0,66.55,-0.692,59.59,51.56,71.559,0.138,0.082,0.039,35.0,2015
346,Padraig Harrington,1.41,290.5,1.0,155.0,61.02,-0.493,51.72,57.01,71.95,-0.434,-0.165,0.336,49.0,2015
347,Pat Perez,1.41,284.6,2.0,31.0,67.88,0.364,65.7,60.0,70.666,-0.01,0.187,0.045,83.0,2015
348,Patrick Rodgers,1.38,307.7,2.0,151.0,66.77,-0.003,56.97,56.47,70.619,0.68,-0.456,-0.09,46.0,2015
349,Kevin Chappell,1.35,293.5,2.0,26.0,66.02,0.168,63.86,59.32,70.672,0.16,-0.105,0.148,75.0,2015
350,Jerry Kelly,1.35,277.2,4.0,327.0,65.96,0.25,70.45,64.46,70.383,0.073,-0.052,0.166,66.0,2015
351,Boo Weekley,1.31,292.0,6.0,371.0,67.72,-0.246,63.27,59.91,70.775,0.548,0.108,0.015,67.0,2015
352,Greg Owen,1.28,293.8,2.0,358.0,69.25,-0.798,59.63,59.81,71.512,0.036,0.407,0.129,40.0,2015
353,Rory Sabbatini,1.27,290.0,4.0,345.0,67.83,-0.106,60.3,63.11,70.435,0.094,0.375,0.097,66.0,2015
354,Will Wilcox,1.26,296.6,4.0,589.0,72.53,0.322,68.98,62.55,69.804,0.662,0.144,0.058,41.0,2015
355,Davis Love III,1.25,294.7,2.0,703.0,67.43,-0.347,64.94,57.19,71.289,0.189,-0.335,0.116,42.0,2015
356,Charles Howell III,1.23,302.7,3.0,63.0,68.57,-0.216,52.43,56.06,70.872,0.34,0.199,0.059,99.0,2015
357,Jonas Blixt,1.21,287.6,1.0,349.0,62.71,0.122,60.26,58.57,71.238,-0.115,-0.655,0.209,52.0,2015
358,Jason Gore,1.2,290.4,2.0,446.0,67.52,-0.067,66.67,54.87,71.273,0.284,0.266,-0.393,58.0,2015
359,Fabián Gómez,1.19,283.2,2.0,249.0,63.52,0.062,60.88,58.72,71.207,-0.216,-0.057,-0.113,69.0,2015
360,Seung-Yul Noh,1.17,292.7,1.0,226.0,65.9,0.066,54.87,54.89,71.465,-0.555,0.147,0.188,54.0,2015
361,Chesson Hadley,1.13,290.7,3.0,127.0,63.59,0.168,56.87,57.7,71.798,-0.08,-0.218,-0.227,89.0,2015
362,Zac Blair,1.12,273.1,2.0,347.0,65.54,0.527,67.91,64.81,70.714,-0.299,-0.188,0.131,88.0,2015
363,William McGirt,1.12,280.4,1.0,69.0,67.85,0.06,67.87,64.09,70.647,0.087,0.06,0.248,97.0,2015
364,Ryo Ishikawa,1.11,289.2,2.0,221.0,66.41,-0.103,56.39,55.45,71.246,-0.408,0.436,0.025,75.0,2015
365,Jason Kokrak,1.06,305.6,2.0,104.0,67.3,-0.012,56.41,58.3,70.654,0.464,-0.014,-0.144,80.0,2015
366,Scott Brown,1.02,288.2,3.0,120.0,65.18,-0.031,62.77,60.69,70.797,0.296,0.031,-0.111,81.0,2015
367,Adam Hadwin,1.01,288.2,3.0,47.0,66.55,0.235,65.43,58.39,71.021,0.088,-0.183,0.044,81.0,2015
368,Alex Cejka,0.95,283.3,1.0,257.0,65.7,-0.232,63.78,60.39,71.117,-0.233,0.113,0.135,79.0,2015
369,Chris Stroud,0.95,283.0,2.0,163.0,65.67,-0.176,64.22,59.92,71.194,-0.249,0.132,0.295,68.0,2015
370,Martin Laird,0.94,300.5,3.0,91.0,66.31,0.1,58.54,60.17,70.772,-0.078,0.302,-0.019,73.0,2015
371,Jim Herman,0.94,293.8,2.0,111.0,73.23,-0.03,67.1,58.02,70.719,0.467,0.285,-0.345,77.0,2015
372,Carlos Ortiz,0.93,298.4,1.0,682.0,66.84,0.172,59.84,55.5,71.098,0.355,-0.238,-0.166,83.0,2015
373,Johnson Wagner,0.93,290.7,3.0,294.0,68.95,0.203,62.11,59.47,70.807,-0.013,0.106,-0.201,57.0,2015
374,Retief Goosen,0.92,292.6,3.0,318.0,62.19,0.027,56.57,59.35,71.667,-0.271,-0.056,-0.039,60.0,2015
375,Scott Stallings,0.92,291.8,1.0,237.0,65.0,-0.392,57.74,54.23,71.961,-0.061,-0.053,-0.052,49.0,2015
376,Stewart Cink,0.92,293.6,1.0,142.0,72.94,0.102,57.35,58.13,70.774,0.087,0.561,-0.282,66.0,2015
377,J.J. Henry,0.9,292.3,1.0,434.0,69.88,-0.414,60.29,54.3,71.334,0.066,-0.088,0.127,76.0,2015
378,Bryce Molder,0.89,277.9,2.0,408.0,65.45,0.508,66.8,62.85,70.779,-0.294,-0.181,0.156,77.0,2015
379,Kyle Reifers,0.89,288.0,2.0,331.0,67.03,0.036,61.59,61.36,70.854,0.108,-0.084,0.076,80.0,2015
380,Colt Knost,0.87,276.6,4.0,333.0,67.44,0.348,71.24,58.93,70.698,-0.084,0.017,-0.085,74.0,2015
381,David Toms,0.82,270.0,2.0,808.0,64.66,-0.102,74.5,63.96,71.092,-0.041,-0.028,0.248,55.0,2015
382,Vijay Singh,0.8,290.6,1.0,289.0,66.24,-0.511,60.06,60.97,70.761,0.152,0.42,0.241,69.0,2015
383,Chad Campbell,0.79,285.2,2.0,181.0,68.61,-0.045,65.75,59.31,70.604,0.13,0.192,0.159,91.0,2015
384,Jon Curran,0.78,273.5,5.0,297.0,66.39,-0.028,67.46,61.72,70.849,-0.406,0.077,0.27,65.0,2015
385,Andres Romero,0.72,295.3,2.0,166.0,61.7,0.19,52.67,56.7,71.427,-0.269,-0.221,-0.073,54.0,2015
386,Derek Fathauer,0.71,288.8,1.0,288.0,61.33,0.301,51.63,57.46,71.431,-0.455,-0.198,0.179,66.0,2015
387,Michael Thompson,0.71,289.3,1.0,299.0,65.43,0.153,58.24,55.36,71.23,-0.089,-0.301,0.041,75.0,2015
388,Steve Wheatcroft,0.7,288.3,2.0,490.0,64.59,0.345,63.03,60.68,71.072,0.148,-0.45,-0.082,72.0,2015
389,Tom Hoge,0.7,292.2,2.0,464.0,66.03,0.005,58.84,58.59,70.812,0.035,0.456,-0.08,65.0,2015
390,Blayne Barber,0.69,288.6,4.0,279.0,66.44,0.313,63.72,59.51,71.127,0.208,-0.352,-0.154,63.0,2015
391,Billy Hurley III,0.69,271.9,1.0,165.0,65.26,0.311,65.91,64.17,71.043,-0.635,0.114,0.098,63.0,2015
392,Hudson Swafford,0.68,298.9,1.0,79.0,68.54,0.36,63.34,55.39,70.732,0.273,0.109,-0.404,83.0,2015
393,Sam Saunders,0.65,293.2,1.0,300.0,65.23,-0.136,64.0,57.79,71.668,0.307,-0.294,-0.372,63.0,2015
394,Andres Gonzales,0.65,294.5,3.0,348.0,66.67,0.177,58.06,55.62,71.427,-0.386,-0.349,0.022,76.0,2015
395,Ricky Barnes,0.61,283.3,1.0,276.0,60.47,0.159,54.1,60.0,71.647,-0.819,-0.072,0.336,63.0,2015
396,Whee Kim,0.59,282.4,2.0,195.0,68.2,-0.093,60.4,57.72,71.097,-0.201,0.324,-0.043,56.0,2015
397,Brian Stuard,0.58,276.5,1.0,216.0,63.2,0.116,69.31,60.23,71.341,-0.103,-0.2,-0.052,79.0,2015
398,Nick Taylor,0.57,292.3,1.0,212.0,64.41,0.112,56.05,58.32,71.716,-0.08,-0.224,-0.185,83.0,2015
399,Mark Wilson,0.55,279.2,3.0,899.0,67.84,-0.065,64.53,60.37,70.991,-0.299,0.013,0.377,81.0,2015
400,Luke Guthrie,0.55,283.9,1.0,663.0,63.75,0.11,58.86,57.57,71.211,-0.314,0.02,0.147,68.0,2015
401,Cameron Percy,0.55,290.0,1.0,356.0,67.78,-0.142,60.31,56.16,71.039,0.128,-0.002,0.037,58.0,2015
402,Spencer Levin,0.54,283.7,1.0,381.0,68.27,-0.065,69.09,59.75,70.837,0.204,0.181,-0.25,83.0,2015
403,Nicholas Thompson,0.54,286.0,1.0,576.0,68.6,-0.493,68.7,52.06,71.396,0.37,-0.139,-0.45,70.0,2015
404,Chad Collins,0.54,278.4,1.0,262.0,66.1,0.012,63.82,66.18,70.681,-0.25,0.246,0.205,63.0,2015
405,Alex Prugh,0.5,295.2,2.0,524.0,70.14,-0.055,62.03,53.02,71.089,0.319,-0.085,-0.183,72.0,2015
406,Ken Duke,0.48,278.1,3.0,561.0,64.17,-0.222,67.91,58.71,71.306,0.067,0.025,-0.248,78.0,2015
407,Aaron Baddeley,0.46,294.1,1.0,169.0,62.46,0.722,50.29,61.0,71.218,-0.596,-0.719,0.37,66.0,2015
408,Brice Garnett,0.43,287.1,1.0,203.0,68.28,-0.089,61.25,55.65,71.453,-0.198,-0.327,0.082,64.0,2015
409,Andrew Svoboda,0.43,287.1,1.0,785.0,63.6,-0.026,59.32,51.08,72.119,-0.171,-0.41,-0.46,70.0,2015
410,Robert Allenby,0.35,282.7,1.0,876.0,66.67,-0.754,63.06,51.69,72.102,-0.262,0.26,-0.213,51.0,2015
411,Max Homa,0.32,294.2,1.0,799.0,62.99,-0.11,56.45,59.23,71.763,0.066,-0.467,-0.218,62.0,2015
412,Oscar Fraustro,0.19,289.5,1.0,658.0,63.17,-0.283,61.78,56.42,72.08,0.259,-0.637,-0.655,40.0,2015
